Cluster Number, Weight Method, Reference Weight (factor 2), File Weight, Function Weight, Distance Function, Times Repeated, Precision, Best Precision, Recall, Best Recall, Fmeasure, Best Fmeasure, AdjustedPrecision, Best AdjustedPrecision, AverageClusterPrecision, Best AverageClusterPrecision, AverageClusterRecall, Best AverageClusterRecall, AverageClusterAdjustedPrecision, Best AverageClusterAdjustedPrecision, MojoFM, Best MojoFM, SilhuetteIndex, Best SilhuetteIndex, NonExtremityClusterDistributionL5U100, Best NonExtremityClusterDistributionL5U100, IntraSimilarityReg1.0, Best IntraSimilarityReg1.0, IntraSimilarityReg2.0, Best IntraSimilarityReg2.0, IntraSimilarityReg3.0, Best IntraSimilarityReg3.0, IntraSimilarityReg4.0, Best IntraSimilarityReg4.0, IntraSimilarityReg5.0, Best IntraSimilarityReg5.0, IntraInterDistanceIntra1.0Inter1.0, Best IntraInterDistanceIntra1.0Inter1.0, AverageClusterIntraInterDistanceIntra1.0Inter1.0, Best AverageClusterIntraInterDistanceIntra1.0Inter1.0, Time Taken(ms), 
31, TermFrequencyWeight, 0.25, 1, 2, CosineDistance, 10, 0.36633477, 0.40259093 (10), 0.255778, 0.3220963 (10), 0.29963675, 0.34033287 (10), 0.6303774, 0.7165976 (10), 0.39005387, 0.5215447 (10), 0.28876632, 0.3456466 (10), 0.57738125, 0.70174396 (10), 50.828876, 54.54545 (10), -0.021916142, -0.0137657635 (10), 0.9205583, 0.94162434 (10), 0.6310623, 0.70619345 (10), 0.44731802, 0.50240207 (10), 0.31942096, 0.36002374 (10), 0.22981027, 0.25983837 (10), 0.16660975, 0.18884277 (10), -0.16530167, -0.1598631 (10), -0.24593656, -0.20714964 (10), 11040, 
31, TermFrequencyWeight, 0.25, 2, 0, CosineDistance, 10, 0.42736426, 0.52223396 (10), 0.2839099, 0.31620786 (10), 0.3402713, 0.38646993 (10), 0.66205925, 0.7263439 (10), 0.44524804, 0.5071256 (10), 0.3299245, 0.38548347 (10), 0.65142477, 0.7376653 (10), 53.048126, 59.09091 (10), -0.026470032, -0.01930193 (10), 0.9088833, 0.9390863 (10), 0.67419297, 0.714539 (10), 0.48545212, 0.5135225 (10), 0.3516928, 0.37124115 (10), 0.25637838, 0.27341044 (10), 0.18807705, 0.20269005 (10), -0.1673806, -0.13459258 (10), -0.21217442, -0.17674595 (10), 11197, 
31, TermFrequencyWeight, 0.25, 2, 1, CosineDistance, 10, 0.43965036, 0.5148022 (10), 0.28454292, 0.340792 (10), 0.34437156, 0.3919079 (10), 0.66828173, 0.7250747 (10), 0.41590643, 0.50562423 (10), 0.3030172, 0.38326007 (10), 0.605953, 0.68956894 (10), 52.83423, 57.219254 (10), -0.02041934, -0.0132255545 (10), 0.9271574, 0.97208124 (10), 0.65206903, 0.7038618 (10), 0.46383542, 0.501655 (10), 0.33203548, 0.36141127 (10), 0.23919025, 0.2628674 (10), 0.17339545, 0.19284882 (10), -0.17607921, -0.15661436 (10), -0.23017728, -0.18706062 (10), 11684, 
31, TermFrequencyWeight, 0.25, 2, 2, CosineDistance, 10, 0.38333634, 0.44959128 (10), 0.2495952, 0.29147652 (10), 0.30204427, 0.35366616 (10), 0.62465185, 0.69754994 (10), 0.3818942, 0.45223835 (10), 0.25513256, 0.32438514 (10), 0.5824107, 0.6347214 (10), 50.588234, 54.54545 (10), -0.021771152, -0.012822996 (10), 0.928934, 0.9441624 (10), 0.63530695, 0.6810281 (10), 0.45005855, 0.48076034 (10), 0.32113573, 0.34046742 (10), 0.23082606, 0.24702507 (10), 0.16715047, 0.18135183 (10), -0.16738051, -0.15989763 (10), -0.24571171, -0.20648238 (10), 11113, 
31, TermFrequencyWeight, 0.5, 0, 0, CosineDistance, 10, 0.42459098, 0.5185947 (10), 0.34444284, 0.5513028 (10), 0.3757598, 0.4669576 (10), 0.6243171, 0.6622049 (10), 0.40910745, 0.44981152 (10), 0.31764418, 0.35993534 (10), 0.6213784, 0.69928867 (10), 51.7647, 55.3476 (10), -0.034126353, -0.020632599 (10), 0.8982233, 0.9187817 (10), 0.7378715, 0.8066309 (10), 0.6131414, 0.6746162 (10), 0.5108406, 0.5661303 (10), 0.42673296, 0.47672665 (10), 0.35741788, 0.40284356 (10), -0.09882872, -0.08684813 (10), -0.14467502, -0.12460728 (10), 11428, 
31, TermFrequencyWeight, 0.5, 0, 1, CosineDistance, 10, 0.3885752, 0.43228567 (10), 0.28536728, 0.3867216 (10), 0.3275142, 0.40823618 (10), 0.6403497, 0.6788977 (10), 0.42735773, 0.51911104 (10), 0.30559152, 0.36308494 (10), 0.61052924, 0.6531565 (10), 52.00535, 54.812836 (10), -0.02803644, -0.023697998 (10), 0.91700506, 0.94162434 (10), 0.73425204, 0.76421124 (10), 0.6047207, 0.62629586 (10), 0.49916053, 0.514877 (10), 0.41294712, 0.42510578 (10), 0.34238195, 0.35372764 (10), -0.09976727, -0.09057735 (10), -0.15637693, -0.13438661 (10), 11307, 
31, TermFrequencyWeight, 0.5, 0, 2, CosineDistance, 10, 0.3388581, 0.47165316 (10), 0.2508023, 0.29162374 (10), 0.28754863, 0.36029476 (10), 0.6023255, 0.67629325 (10), 0.39201933, 0.44778892 (10), 0.28443393, 0.32098603 (10), 0.58114165, 0.63727736 (10), 49.33155, 52.673794 (10), -0.029660512, -0.017856907 (10), 0.92309636, 0.9517766 (10), 0.70863926, 0.7847157 (10), 0.57832104, 0.6382966 (10), 0.4733869, 0.5207561 (10), 0.38864535, 0.42608345 (10), 0.320015, 0.35130247 (10), -0.09669437, -0.086653575 (10), -0.16359153, -0.13519292 (10), 11270, 
31, TermFrequencyWeight, 0.5, 1, 0, CosineDistance, 10, 0.4504303, 0.53315187 (10), 0.32586488, 0.40365082 (10), 0.37726873, 0.45945042 (10), 0.6701327, 0.7306272 (10), 0.44311443, 0.48094305 (10), 0.32453674, 0.38625842 (10), 0.64110786, 0.6991907 (10), 52.91444, 56.684494 (10), -0.028427292, -0.017508833 (10), 0.91192895, 0.92639595 (10), 0.752189, 0.7909853 (10), 0.62107646, 0.650732 (10), 0.5138945, 0.54458606 (10), 0.42609745, 0.45679596 (10), 0.35403392, 0.38403326 (10), -0.10253074, -0.09431907 (10), -0.13672636, -0.110714786 (10), 11837, 
31, TermFrequencyWeight, 0.5, 1, 1, CosineDistance, 10, 0.38628453, 0.46778134 (10), 0.30999556, 0.3665538 (10), 0.3429598, 0.41102675 (10), 0.6155305, 0.6812762 (10), 0.3932427, 0.47105804 (10), 0.32103643, 0.3984794 (10), 0.57943654, 0.6349449 (10), 51.47059, 55.88235 (10), -0.030141145, -0.021820556 (10), 0.9175127, 0.9492386 (10), 0.71347713, 0.78536576 (10), 0.58380246, 0.63858926 (10), 0.47891864, 0.5202539 (10), 0.39388207, 0.4246767 (10), 0.32477298, 0.351314 (10), -0.09926991, -0.08738016 (10), -0.15992483, -0.12509063 (10), 11756, 
31, TermFrequencyWeight, 0.5, 1, 2, CosineDistance, 10, 0.36116418, 0.42634895 (10), 0.27685857, 0.31871045 (10), 0.31285486, 0.36475447 (10), 0.5898701, 0.6562653 (10), 0.38836238, 0.53825545 (10), 0.28364143, 0.33033368 (10), 0.56623936, 0.7471905 (10), 50.160423, 51.87166 (10), -0.028699886, -0.020846521 (10), 0.91269034, 0.9390863 (10), 0.70840144, 0.82342035 (10), 0.57776517, 0.67909896 (10), 0.4724752, 0.56094015 (10), 0.38737696, 0.464038 (10), 0.3184164, 0.38443735 (10), -0.09584259, -0.086346224 (10), -0.16807619, -0.14467984 (10), 11763, 
31, TermFrequencyWeight, 0.5, 2, 0, CosineDistance, 10, 0.45014653, 0.5574027 (10), 0.3459149, 0.41954952 (10), 0.39054817, 0.47875017 (10), 0.6676878, 0.74573135 (10), 0.443334, 0.51580006 (10), 0.33996284, 0.40689334 (10), 0.62780416, 0.70940703 (10), 54.4385, 56.95187 (10), -0.030440968, -0.023631662 (10), 0.9104061, 0.9467005 (10), 0.7418591, 0.80193365 (10), 0.61284524, 0.6659691 (10), 0.5073665, 0.5542597 (10), 0.42094582, 0.46229818 (10), 0.34999046, 0.38644338 (10), -0.09898842, -0.08986636 (10), -0.14381313, -0.1302908 (10), 11150, 
31, TermFrequencyWeight, 0.5, 2, 1, CosineDistance, 10, 0.41096362, 0.46208477 (10), 0.3179008, 0.35772118 (10), 0.35771692, 0.394833 (10), 0.6247997, 0.6722358 (10), 0.42059746, 0.4818887 (10), 0.30389947, 0.34146369 (10), 0.61448294, 0.6800532 (10), 52.085564, 55.88235 (10), -0.032901973, -0.023506865 (10), 0.9081219, 0.93147206 (10), 0.7246385, 0.7898052 (10), 0.5957105, 0.64598787 (10), 0.49105644, 0.52947927 (10), 0.40589443, 0.4348803 (10), 0.33642372, 0.3579006 (10), -0.09927897, -0.091468275 (10), -0.16307801, -0.13511439 (10), 10998, 
31, TermFrequencyWeight, 0.5, 2, 2, CosineDistance, 10, 0.34681264, 0.41669652 (10), 0.26952744, 0.3424113 (10), 0.30234018, 0.3759192 (10), 0.57639205, 0.64906925 (10), 0.39996022, 0.43897793 (10), 0.27879682, 0.32689053 (10), 0.56367266, 0.6113274 (10), 49.919785, 52.673794 (10), -0.025550311, -0.017777238 (10), 0.9129442, 0.93654823 (10), 0.6856767, 0.72297007 (10), 0.5579359, 0.58682966 (10), 0.45530802, 0.48376238 (10), 0.37261194, 0.39997882 (10), 0.30578542, 0.33171168 (10), -0.09660288, -0.08871018 (10), -0.17668381, -0.1531053 (10), 11198, 
