, Cluster Number, Weight Method, Reference Weight (factor 2), File Weight, Function Weight, Distance Function, Closest Centroids Init, Precision, Recall, Fmeasure, AdjustedPrecision, AverageClusterPrecision, AverageClusterRecall, AverageClusterAdjustedPrecision, MojoFM, SilhuetteIndex, NonExtremityClusterDistributionL5U100, IntraSimilarityreg1.0, IntraSimilarityreg2.0, IntraSimilarityreg3.0, IntraSimilarityreg4.0, IntraSimilarityreg5.0, Time Taken(ms)
, 31, TermFrequencyWeight, 0.5, 1, 1, CosineDistance, 1, 0.3619667, 0.278522, 0.31480864, 0.569741, 0.3614358, 0.3335993, 0.56765294, 51.60428, -0.022667399, 0.9060914, 0.7382624, 0.6044746, 0.49579692, 0.40737456, 0.33531553, 1511
, 31, TermFrequencyWeight, 0.5, 1, 1, CosineDistance, 2, 0.3619667, 0.278522, 0.31480864, 0.569741, 0.3614358, 0.3335993, 0.56765294, 51.60428, -0.022667399, 0.9060914, 0.7382624, 0.6044746, 0.49579692, 0.40737456, 0.33531553, 1647
, 31, TermFrequencyWeight, 0.5, 1, 2, CosineDistance, 1, 0.34213975, 0.23067863, 0.2755649, 0.5607845, 0.40281183, 0.29828402, 0.5762638, 52.406418, -0.019378224, 0.93401015, 0.7352825, 0.5994245, 0.4893609, 0.40006524, 0.32751447, 1164
, 31, TermFrequencyWeight, 0.5, 1, 2, CosineDistance, 2, 0.34213975, 0.23067863, 0.2755649, 0.5607845, 0.40281183, 0.29828402, 0.5762638, 52.406418, -0.019378224, 0.93401015, 0.7352825, 0.5994245, 0.4893609, 0.40006524, 0.32751447, 1169
, 31, TermFrequencyWeight, 0.5, 2, 0, CosineDistance, 1, 0.4198833, 0.2754306, 0.3326518, 0.6793181, 0.49055257, 0.409228, 0.67366004, 54.54545, -0.021377856, 0.93401015, 0.7442577, 0.61424506, 0.5077694, 0.42044914, 0.34873688, 1166
, 31, TermFrequencyWeight, 0.5, 2, 0, CosineDistance, 2, 0.4198833, 0.2754306, 0.3326518, 0.6793181, 0.49055257, 0.409228, 0.67366004, 54.54545, -0.021377856, 0.93401015, 0.7442577, 0.61424506, 0.5077694, 0.42044914, 0.34873688, 1163
, 31, TermFrequencyWeight, 0.5, 2, 1, CosineDistance, 1, 0.36028433, 0.23877521, 0.28720674, 0.5794453, 0.358239, 0.28360537, 0.5657241, 51.336895, -0.025706783, 0.93654823, 0.73618907, 0.60136926, 0.49231368, 0.40390787, 0.33208868, 1281
, 31, TermFrequencyWeight, 0.5, 2, 1, CosineDistance, 2, 0.36028433, 0.23877521, 0.28720674, 0.5794453, 0.358239, 0.28360537, 0.5657241, 51.336895, -0.025706783, 0.93654823, 0.73618907, 0.60136926, 0.49231368, 0.40390787, 0.33208868, 1279
, 31, TermFrequencyWeight, 0.5, 2, 2, CosineDistance, 1, 0.34053588, 0.23200354, 0.27598283, 0.5700206, 0.41550964, 0.29677257, 0.58674437, 52.139038, -0.018371651, 0.93401015, 0.7355195, 0.59981185, 0.48983142, 0.40056854, 0.3280143, 1165
, 31, TermFrequencyWeight, 0.5, 2, 2, CosineDistance, 2, 0.34053588, 0.23200354, 0.27598283, 0.5700206, 0.41550964, 0.29677257, 0.58674437, 52.139038, -0.018371651, 0.93401015, 0.7355195, 0.59981185, 0.48983142, 0.40056854, 0.3280143, 1164
