Cluster Number, Weight Method, Reference Weight (factor 2), File Weight, Function Weight, Distance Function, Closest Centroids Init, SVD factors, lsi method, Precision, Recall, Fmeasure, AdjustedPrecision, AverageClusterPrecision, AverageClusterRecall, AverageClusterAdjustedPrecision, MojoFM, SilhuetteIndex, NonExtremityClusterDistributionL5U100, IntraSimilarityReg1.0, IntraSimilarityReg2.0, IntraSimilarityReg3.0, IntraSimilarityReg4.0, IntraSimilarityReg5.0, IntraInterDistanceIntra1.0Inter1.0, AverageClusterIntraInterDistanceIntra1.0Inter1.0, Time Taken(ms), 
10, WeightMethod, 0.0, 0, 0, CosineDistance, 1, 18046, initial table, 0.17974383, 0.7592941, 0.29067713, 0.3187421, 0.30704722, 0.68104434, 0.35736206, 43.20809, -4.4275745E-4, 0.08507671, 0.4448132, 0.24848159, 0.1394382, 0.0785911, 0.044483118, -0.26237708, -0.3818427, 1575, 
11, WeightMethod, 0.0, 0, 0, CosineDistance, 1, 18046, initial table, 0.17907748, 0.74043715, 0.28840348, 0.31976607, 0.3411589, 0.67426276, 0.38755205, 43.06358, -4.170568E-4, 0.09205021, 0.4518646, 0.2507478, 0.13979977, 0.07830215, 0.044054028, -0.26714736, -0.36387932, 1682, 
12, WeightMethod, 0.0, 0, 0, CosineDistance, 1, 18046, initial table, 0.17975421, 0.74294543, 0.2894714, 0.32043228, 0.31514135, 0.66910386, 0.36718866, 43.06358, -7.007978E-4, 0.087866105, 0.45506486, 0.25005284, 0.13823481, 0.07686643, 0.042981606, -0.26733005, -0.34445605, 1737, 
13, WeightMethod, 0.0, 0, 0, CosineDistance, 1, 18046, initial table, 0.17551628, 0.71911675, 0.28216416, 0.3173667, 0.33959147, 0.6630839, 0.3911645, 42.919075, -0.0012164081, 0.09902371, 0.46546677, 0.25741628, 0.14309666, 0.07994677, 0.044882502, -0.26678818, -0.34335652, 1987, 
14, WeightMethod, 0.0, 0, 0, CosineDistance, 1, 18046, initial table, 0.16625614, 0.66814476, 0.2662585, 0.31094372, 0.32193515, 0.6607615, 0.360804, 42.919075, -0.0012491118, 0.25244072, 0.4422503, 0.2502152, 0.14230318, 0.08135283, 0.046749674, -0.26145247, -0.40241474, 2130, 
15, WeightMethod, 0.0, 0, 0, CosineDistance, 1, 18046, initial table, 0.16733354, 0.66684586, 0.267534, 0.31177688, 0.3073891, 0.65756696, 0.349534, 43.06358, -0.0011133564, 0.2608089, 0.4480509, 0.2522181, 0.14271717, 0.08118097, 0.04642199, -0.26291025, -0.38861993, 2273, 
16, WeightMethod, 0.0, 0, 0, CosineDistance, 1, 18046, initial table, 0.16734107, 0.66684586, 0.26754364, 0.31179088, 0.29234394, 0.65756696, 0.3318548, 43.20809, -0.0011133564, 0.2608089, 0.42809254, 0.2472666, 0.14472926, 0.08596176, 0.051873796, -0.26291904, -0.43162316, 2260, 
17, WeightMethod, 0.0, 0, 0, CosineDistance, 1, 18046, initial table, 0.22336742, 0.6416286, 0.33137476, 0.42453066, 0.33135867, 0.65106225, 0.37153888, 48.843933, -0.001651314, 0.37238494, 0.44526166, 0.26303127, 0.1578179, 0.09625713, 0.059711248, -0.2657587, -0.4280496, 2392, 
18, WeightMethod, 0.0, 0, 0, CosineDistance, 1, 18046, initial table, 0.21779588, 0.6153812, 0.32172626, 0.42229393, 0.33887044, 0.6469858, 0.37743175, 48.69942, -0.0021772566, 0.38214785, 0.45002592, 0.26412246, 0.15743326, 0.0953987, 0.05880653, -0.26797646, -0.4125156, 2526, 
19, WeightMethod, 0.0, 0, 0, CosineDistance, 1, 18046, initial table, 0.22432049, 0.6358058, 0.33163562, 0.4282534, 0.34024662, 0.64882356, 0.38015565, 49.277454, -0.0021516057, 0.36959553, 0.46151486, 0.273068, 0.16368929, 0.09949604, 0.061364017, -0.26776263, -0.41624215, 3571, 
20, WeightMethod, 0.0, 0, 0, CosineDistance, 1, 18046, initial table, 0.22096163, 0.61936754, 0.32572109, 0.42781937, 0.35673067, 0.6410436, 0.3891095, 49.277454, -0.0025760548, 0.36401674, 0.46849257, 0.2777447, 0.16690342, 0.10177789, 0.06303858, -0.26822585, -0.4083763, 3758, 
21, WeightMethod, 0.0, 0, 0, CosineDistance, 1, 18046, initial table, 0.21406703, 0.5887754, 0.31397793, 0.42461184, 0.3701674, 0.63429475, 0.40081087, 49.13295, -0.0037616082, 0.36401674, 0.47525916, 0.28252038, 0.17024937, 0.1041037, 0.0646417, -0.26801482, -0.4030505, 3922, 
22, WeightMethod, 0.0, 0, 0, CosineDistance, 1, 18046, initial table, 0.21273251, 0.5819224, 0.31156623, 0.42421892, 0.4055422, 0.6155158, 0.43702146, 49.277454, -0.003865443, 0.35564855, 0.48705643, 0.29404804, 0.18020149, 0.11216772, 0.070935406, -0.26742104, -0.4054258, 4112, 
23, WeightMethod, 0.0, 0, 0, CosineDistance, 1, 18046, initial table, 0.19048543, 0.48351696, 0.2733015, 0.41797164, 0.4193168, 0.59450954, 0.45121258, 49.56647, -0.0032700482, 0.5230126, 0.4887106, 0.29287794, 0.17795578, 0.10970052, 0.06863255, -0.2771656, -0.39590916, 5908, 
24, WeightMethod, 0.0, 0, 0, CosineDistance, 1, 18046, initial table, 0.1808984, 0.4516707, 0.25833228, 0.4119342, 0.43629587, 0.5894555, 0.46791625, 49.421967, -0.003845848, 0.5230126, 0.49118152, 0.2932161, 0.17744428, 0.10893745, 0.06787738, -0.27916333, -0.38788232, 6153, 
25, WeightMethod, 0.0, 0, 0, CosineDistance, 1, 18046, initial table, 0.18149237, 0.4423094, 0.25737593, 0.41804546, 0.44216597, 0.5800742, 0.4763754, 49.56647, -0.0044050803, 0.52719665, 0.5008402, 0.3021692, 0.18459946, 0.11425001, 0.07165474, -0.2784975, -0.38957578, 6393, 
26, WeightMethod, 0.0, 0, 0, CosineDistance, 1, 18046, initial table, 0.18062475, 0.4400251, 0.2561168, 0.41742617, 0.4906149, 0.5797117, 0.5229293, 49.56647, -0.0046534487, 0.52580196, 0.5051415, 0.30504763, 0.18645413, 0.11540168, 0.0723414, -0.27840692, -0.3856522, 6674, 
27, WeightMethod, 0.0, 0, 0, CosineDistance, 1, 18046, initial table, 0.18077745, 0.4399355, 0.25625506, 0.41773656, 0.47313341, 0.57965535, 0.5350112, 49.710983, -0.0045941495, 0.52440727, 0.51248085, 0.31173688, 0.19179936, 0.11938292, 0.07517815, -0.2786447, -0.3896141, 6883, 
28, WeightMethod, 0.0, 0, 0, CosineDistance, 1, 18046, initial table, 0.17455755, 0.42985755, 0.24828921, 0.40915483, 0.47027063, 0.584129, 0.53478163, 49.421967, -0.0034113193, 0.5146443, 0.5148684, 0.31251463, 0.19176118, 0.11898671, 0.074670985, -0.28072867, -0.38993886, 7135, 
29, WeightMethod, 0.0, 0, 0, CosineDistance, 1, 18046, initial table, 0.1740152, 0.42797634, 0.24742669, 0.4089122, 0.48758796, 0.5838305, 0.5499899, 49.277454, -0.003916505, 0.51185495, 0.51557046, 0.3116123, 0.19042905, 0.11770614, 0.07360403, -0.28096554, -0.3835894, 7365, 
30, WeightMethod, 0.0, 0, 0, CosineDistance, 1, 18046, initial table, 0.1725599, 0.42318374, 0.24515423, 0.4081441, 0.4938552, 0.58316815, 0.554242, 49.13295, -0.004098746, 0.51185495, 0.51700085, 0.31175798, 0.19012825, 0.117309935, 0.0732434, -0.28096157, -0.3789739, 7612, 
31, WeightMethod, 0.0, 0, 0, CosineDistance, 1, 18046, initial table, 0.17257251, 0.42318374, 0.24516697, 0.4081495, 0.49082768, 0.58316815, 0.5449654, 49.13295, -0.004098746, 0.51185495, 0.5020491, 0.30370176, 0.18573557, 0.11487273, 0.071858704, -0.28097576, -0.39653826, 7865, 
32, WeightMethod, 0.0, 0, 0, CosineDistance, 1, 18046, initial table, 0.1722947, 0.4223327, 0.24474381, 0.40796676, 0.4751658, 0.5830935, 0.5276235, 48.988438, -0.0037994136, 0.51046026, 0.48658118, 0.29446316, 0.18014689, 0.11144681, 0.06972989, -0.28103724, -0.41119418, 8118, 
33, WeightMethod, 0.0, 0, 0, CosineDistance, 1, 18046, initial table, 0.261097, 0.3822897, 0.310279, 0.47208315, 0.46657392, 0.4463468, 0.5282393, 51.30058, -0.0033545494, 0.5006974, 0.49143583, 0.29803225, 0.18255131, 0.11296402, 0.070630655, -0.28815314, -0.40844148, 6814, 
34, WeightMethod, 0.0, 0, 0, CosineDistance, 1, 18046, initial table, 0.25866526, 0.3763773, 0.30661172, 0.47096774, 0.47150448, 0.44582823, 0.53143555, 51.156067, -0.003483293, 0.49651325, 0.49428087, 0.29941183, 0.18311715, 0.11310613, 0.07057205, -0.28770128, -0.40465218, 7023, 
35, WeightMethod, 0.0, 0, 0, CosineDistance, 1, 18046, initial table, 0.29022443, 0.36316404, 0.322623, 0.5234752, 0.46565804, 0.43221283, 0.5266358, 52.456646, -0.0040111667, 0.54393303, 0.49720278, 0.30122802, 0.18432522, 0.113955095, 0.07119164, -0.305064, -0.3984886, 8854, 
36, WeightMethod, 0.0, 0, 0, CosineDistance, 1, 18046, initial table, 0.28302366, 0.34999552, 0.31296685, 0.519022, 0.4504917, 0.43012297, 0.5100511, 52.312134, -0.0035571265, 0.5453278, 0.4851357, 0.2948039, 0.18083064, 0.1119995, 0.070059024, -0.30668622, -0.41317806, 9101, 
37, WeightMethod, 0.0, 0, 0, CosineDistance, 1, 18046, initial table, 0.28048557, 0.34462062, 0.309263, 0.518013, 0.46288136, 0.42926997, 0.52109325, 52.16763, -0.0034552524, 0.5453278, 0.48755723, 0.29573765, 0.18103111, 0.11187378, 0.069816545, -0.30796155, -0.40944916, 9340, 
38, WeightMethod, 0.0, 0, 0, CosineDistance, 1, 18046, initial table, 0.2756206, 0.33319896, 0.3016871, 0.5205612, 0.47974783, 0.42254987, 0.5367438, 52.16763, -0.0096223615, 0.5467225, 0.49511778, 0.30334514, 0.18770105, 0.11734517, 0.07414031, -0.30482942, -0.4132965, 8694, 
39, WeightMethod, 0.0, 0, 0, CosineDistance, 1, 18046, initial table, 0.27396902, 0.32791364, 0.29852387, 0.51991636, 0.48520792, 0.40857098, 0.54237545, 52.023125, -0.009601511, 0.5467225, 0.499283, 0.30661264, 0.19010323, 0.11903845, 0.07529815, -0.30483872, -0.41038483, 8921, 
40, WeightMethod, 0.0, 0, 0, CosineDistance, 1, 18046, initial table, 0.2738603, 0.32773447, 0.2983851, 0.51984435, 0.49807772, 0.40550587, 0.5538161, 51.878613, -0.009663537, 0.5467225, 0.50828767, 0.31741792, 0.20123017, 0.1297151, 0.085153975, -0.30485368, -0.4180393, 9146, 
41, WeightMethod, 0.0, 0, 0, CosineDistance, 1, 18046, initial table, 0.27066255, 0.32240438, 0.2942764, 0.51775473, 0.5062957, 0.40465996, 0.5614375, 51.7341, -0.010626, 0.5467225, 0.5101173, 0.3181202, 0.20141615, 0.1296697, 0.08501047, -0.3054346, -0.4142164, 9380, 
42, WeightMethod, 0.0, 0, 0, CosineDistance, 1, 18046, initial table, 0.26844975, 0.3173878, 0.29087475, 0.51728797, 0.5066857, 0.403978, 0.5604566, 51.589596, -0.010686455, 0.54114366, 0.51218665, 0.31904072, 0.20170316, 0.12962802, 0.084815115, -0.30553433, -0.41137314, 11542, 
43, WeightMethod, 0.0, 0, 0, CosineDistance, 1, 18046, initial table, 0.27009282, 0.32061273, 0.29319242, 0.5179106, 0.5131826, 0.39987925, 0.5659328, 51.44509, -0.012097711, 0.5369595, 0.515855, 0.3220413, 0.20398293, 0.1312853, 0.08598511, -0.30574712, -0.41171432, 13817, 
44, WeightMethod, 0.0, 0, 0, CosineDistance, 1, 18046, initial table, 0.2695197, 0.31819403, 0.29184127, 0.51845986, 0.5213122, 0.3994399, 0.57240283, 51.30058, -0.011555045, 0.5369595, 0.51847994, 0.32390463, 0.2052979, 0.13220245, 0.08661358, -0.30702412, -0.41060835, 14133, 
45, WeightMethod, 0.0, 0, 0, CosineDistance, 1, 18046, initial table, 0.26344106, 0.30484638, 0.2826353, 0.51727223, 0.52672625, 0.394643, 0.57656807, 51.156067, -0.010988919, 0.5369595, 0.5220248, 0.32692745, 0.20767748, 0.1339876, 0.08790923, -0.3065395, -0.4112195, 9218, 
46, WeightMethod, 0.0, 0, 0, CosineDistance, 1, 18046, initial table, 0.2618069, 0.30242765, 0.2806551, 0.5160809, 0.53469056, 0.39425915, 0.583382, 51.011562, -0.01081537, 0.529986, 0.52399194, 0.32793117, 0.2080767, 0.13403596, 0.087772705, -0.30687058, -0.40949103, 9416, 
47, WeightMethod, 0.0, 0, 0, CosineDistance, 1, 18046, initial table, 0.26242998, 0.3042641, 0.28180292, 0.5158546, 0.53032476, 0.39410305, 0.5780885, 50.86705, -0.009526654, 0.52440727, 0.5274647, 0.3308945, 0.21035777, 0.13568793, 0.0889185, -0.3070234, -0.4104606, 14063, 
48, WeightMethod, 0.0, 0, 0, CosineDistance, 1, 18046, initial table, 0.2599278, 0.29991937, 0.27849522, 0.5145526, 0.53825206, 0.39341354, 0.58531433, 50.722538, -0.009991342, 0.51882845, 0.5305696, 0.33369648, 0.21275987, 0.1376862, 0.09054785, -0.3076272, -0.41068485, 14284, 
49, WeightMethod, 0.0, 0, 0, CosineDistance, 1, 18046, initial table, 0.25851005, 0.29593298, 0.2759586, 0.5150528, 0.5407723, 0.3859324, 0.58746874, 50.578033, -0.010738667, 0.51324964, 0.5336964, 0.33645168, 0.21499851, 0.13942546, 0.091863245, -0.30716103, -0.41136172, 10023, 
50, WeightMethod, 0.0, 0, 0, CosineDistance, 1, 18046, initial table, 0.2615496, 0.27564275, 0.2684113, 0.53241986, 0.5118064, 0.38185722, 0.5577916, 50.289017, -0.0108606955, 0.66945606, 0.5334607, 0.33509225, 0.21341562, 0.13798729, 0.09068527, -0.3041148, -0.40568027, 11383, 
51, WeightMethod, 0.0, 0, 0, CosineDistance, 1, 18046, initial table, 0.26718253, 0.2752844, 0.27117297, 0.54025364, 0.52400225, 0.3836436, 0.56879723, 50.86705, -0.010576022, 0.6736402, 0.5357889, 0.33678764, 0.21453491, 0.13866462, 0.091054134, -0.30653396, -0.4037354, 8060, 
52, WeightMethod, 0.0, 0, 0, CosineDistance, 1, 18046, initial table, 0.2653737, 0.27273133, 0.26900223, 0.53913426, 0.53224033, 0.38323843, 0.57617384, 50.722538, -0.010936462, 0.6666667, 0.53766197, 0.33801743, 0.21528418, 0.1390803, 0.09125109, -0.3069725, -0.4030004, 8211, 
53, WeightMethod, 0.0, 0, 0, CosineDistance, 1, 18046, initial table, 0.27899355, 0.27067098, 0.27476928, 0.54936093, 0.5332136, 0.37799108, 0.5797281, 51.44509, -0.011224178, 0.67921895, 0.54047227, 0.3404233, 0.21711448, 0.14037225, 0.092110254, -0.30827296, -0.40122604, 10832, 
54, WeightMethod, 0.0, 0, 0, CosineDistance, 1, 18046, initial table, 0.27728012, 0.2675804, 0.27234393, 0.5490355, 0.535343, 0.37596738, 0.58107984, 51.44509, -0.011195423, 0.6806137, 0.5311465, 0.33491066, 0.21378241, 0.13830574, 0.090791635, -0.30840027, -0.41004595, 11029, 
55, WeightMethod, 0.0, 0, 0, CosineDistance, 1, 18046, initial table, 0.23594412, 0.21710114, 0.22613078, 0.5232828, 0.5488951, 0.36626402, 0.59356874, 51.7341, -0.012817584, 0.67921895, 0.5357882, 0.3398504, 0.21831287, 0.14218366, 0.09398967, -0.30415583, -0.41107005, 12505, 
56, WeightMethod, 0.0, 0, 0, CosineDistance, 1, 18046, initial table, 0.23627499, 0.21705635, 0.2262583, 0.52412474, 0.5229382, 0.36551923, 0.5697852, 51.7341, -0.013265442, 0.66945606, 0.5283943, 0.33634993, 0.21669707, 0.14145325, 0.09365852, -0.30410814, -0.42132038, 12756, 
57, WeightMethod, 0.0, 0, 0, CosineDistance, 1, 18046, initial table, 0.23947279, 0.22135627, 0.23005843, 0.52529836, 0.5175257, 0.3631454, 0.5641994, 52.312134, -0.008939374, 0.67085075, 0.5277685, 0.33416927, 0.21398538, 0.13873658, 0.09118266, -0.30610418, -0.41835576, 12954, 
58, WeightMethod, 0.0, 0, 0, CosineDistance, 1, 18046, initial table, 0.23856956, 0.21992296, 0.22886708, 0.5251727, 0.5252893, 0.36291793, 0.5713304, 52.16763, -0.008787033, 0.6680614, 0.52872, 0.33426043, 0.21370055, 0.13832314, 0.09075942, -0.30670464, -0.41648462, 13190, 
59, WeightMethod, 0.0, 0, 0, CosineDistance, 1, 18046, initial table, 0.24092099, 0.21840008, 0.22910841, 0.52664346, 0.5241745, 0.36135963, 0.5668971, 52.023125, -0.008739467, 0.67085075, 0.52071774, 0.329789, 0.21119426, 0.1369063, 0.08994476, -0.30717146, -0.42527866, 13411, 
60, WeightMethod, 0.0, 0, 0, CosineDistance, 1, 18046, initial table, 0.24044175, 0.21745947, 0.22837387, 0.52680403, 0.49566656, 0.35972068, 0.53776413, 51.878613, -0.009694147, 0.67085075, 0.5018369, 0.31809244, 0.20394258, 0.1324074, 0.08715182, -0.30693477, -0.44036627, 13704, 
61, WeightMethod, 0.0, 0, 0, CosineDistance, 1, 18046, initial table, 0.23342162, 0.20921795, 0.22065805, 0.52259684, 0.50022626, 0.35852644, 0.5409235, 51.589596, -0.010041862, 0.67085075, 0.5042397, 0.31982756, 0.20518379, 0.13328983, 0.08777662, -0.3064134, -0.4375064, 12465, 
62, WeightMethod, 0.0, 0, 0, CosineDistance, 1, 18046, initial table, 0.23795874, 0.20823255, 0.22210543, 0.52864134, 0.49906892, 0.3593969, 0.5395489, 51.7341, -0.009970459, 0.6666667, 0.505073, 0.31968996, 0.20470928, 0.13275528, 0.087290354, -0.3094918, -0.43297553, 12650, 
63, WeightMethod, 0.0, 0, 0, CosineDistance, 1, 18046, initial table, 0.23961253, 0.21051688, 0.22412436, 0.5292079, 0.5047813, 0.35883486, 0.54472435, 51.589596, -0.009471167, 0.6596932, 0.50497305, 0.31847364, 0.20327792, 0.13146107, 0.08623647, -0.310059, -0.42831162, 12881, 
64, WeightMethod, 0.0, 0, 0, CosineDistance, 1, 18046, initial table, 0.23742959, 0.20769507, 0.22156918, 0.52825886, 0.49281916, 0.35858738, 0.53191787, 51.44509, -0.00889529, 0.66248256, 0.49829543, 0.31490222, 0.20132379, 0.13035336, 0.08557706, -0.31015983, -0.4361776, 13115, 
65, WeightMethod, 0.0, 0, 0, CosineDistance, 1, 18046, initial table, 0.24715018, 0.22238645, 0.23411529, 0.5300901, 0.4912816, 0.36211962, 0.53242487, 51.44509, -0.0062352717, 0.6582985, 0.49029595, 0.30965844, 0.19786204, 0.12804662, 0.08402261, -0.31333986, -0.44264987, 13575, 
66, WeightMethod, 0.0, 0, 0, CosineDistance, 1, 18046, initial table, 0.24611166, 0.22113231, 0.23295426, 0.52946013, 0.49797937, 0.36192057, 0.53849924, 51.30058, -0.0061396905, 0.64714086, 0.49210167, 0.31058988, 0.19828619, 0.12818804, 0.084015295, -0.31359208, -0.4404345, 13492, 
67, WeightMethod, 0.0, 0, 0, CosineDistance, 1, 18046, initial table, 0.24518318, 0.22001255, 0.23191692, 0.5288992, 0.5039797, 0.36174285, 0.54389477, 51.156067, -0.0062103407, 0.6443515, 0.4930453, 0.31056795, 0.19790173, 0.12771629, 0.08357091, -0.31381184, -0.4366463, 13872, 
68, WeightMethod, 0.0, 0, 0, CosineDistance, 1, 18046, initial table, 0.2978342, 0.20079727, 0.23987372, 0.5346906, 0.500138, 0.32080618, 0.5444566, 51.878613, -0.006496343, 0.7140865, 0.48798198, 0.30863404, 0.19737725, 0.12776592, 0.08380695, -0.33325407, -0.44504222, 29707, 
69, WeightMethod, 0.0, 0, 0, CosineDistance, 1, 18046, initial table, 0.29157844, 0.19121204, 0.23096275, 0.5346565, 0.49625376, 0.31936044, 0.5395937, 51.7341, -0.010420084, 0.71687585, 0.48293737, 0.3069602, 0.19742215, 0.12860177, 0.08492886, -0.33101493, -0.45342928, 30160, 
70, WeightMethod, 0.0, 0, 0, CosineDistance, 1, 18046, initial table, 0.290661, 0.18986832, 0.22969386, 0.5346556, 0.50193155, 0.31914717, 0.5449149, 51.589596, -0.010222403, 0.7126918, 0.4852848, 0.3085189, 0.19840166, 0.12918305, 0.08524933, -0.33209988, -0.45332208, 30624, 
71, WeightMethod, 0.0, 0, 0, CosineDistance, 1, 18046, initial table, 0.2921805, 0.1899579, 0.23023264, 0.5373349, 0.51743895, 0.3191644, 0.5599781, 51.878613, -0.0099103665, 0.7112971, 0.48879603, 0.31154785, 0.20075831, 0.13091162, 0.08646839, -0.33275846, -0.45335686, 29367, 
72, WeightMethod, 0.0, 0, 0, CosineDistance, 1, 18046, initial table, 0.2909267, 0.18856938, 0.228823, 0.5368272, 0.52156997, 0.31894404, 0.5636208, 51.7341, -0.010465358, 0.70711297, 0.4902145, 0.31208152, 0.20085458, 0.13080841, 0.08628884, -0.333139, -0.45090717, 29777, 
73, WeightMethod, 0.0, 0, 0, CosineDistance, 1, 18046, initial table, 0.3392765, 0.23524143, 0.2778395, 0.5684052, 0.50699633, 0.32986543, 0.5453099, 51.7341, -0.008931824, 0.69316596, 0.4814567, 0.30508152, 0.19534498, 0.12650648, 0.08294144, -0.33785528, -0.45342204, 30175, 
74, WeightMethod, 0.0, 0, 0, CosineDistance, 1, 18046, initial table, 0.33829913, 0.2339425, 0.27660534, 0.5680353, 0.49325794, 0.32728532, 0.53107935, 51.44509, -0.009149726, 0.69177127, 0.47515354, 0.3012053, 0.19292974, 0.12497877, 0.0819587, -0.33794084, -0.45788005, 30594, 
75, WeightMethod, 0.0, 0, 0, CosineDistance, 1, 18046, initial table, 0.33606717, 0.23125504, 0.27397916, 0.566874, 0.4953442, 0.32617328, 0.53045285, 51.156067, -0.00908893, 0.6889819, 0.4768343, 0.30202574, 0.19328514, 0.12509032, 0.081948735, -0.33799905, -0.45620522, 31110, 
76, WeightMethod, 0.0, 0, 0, CosineDistance, 1, 18046, initial table, 0.3391073, 0.23412165, 0.27700052, 0.56915134, 0.49734673, 0.32662824, 0.53210324, 51.011562, -0.008232874, 0.6889819, 0.47945625, 0.30399698, 0.19467969, 0.12603405, 0.08256379, -0.33801752, -0.45574513, 31466, 
77, WeightMethod, 0.0, 0, 0, CosineDistance, 1, 18046, initial table, 0.3391293, 0.23412165, 0.27700788, 0.56918824, 0.49088767, 0.32662824, 0.5251928, 51.011562, -0.008277271, 0.6889819, 0.46620858, 0.29625332, 0.19009939, 0.123287894, 0.08089181, -0.33802947, -0.46762094, 31880, 
78, WeightMethod, 0.0, 0, 0, CosineDistance, 1, 18046, initial table, 0.33892137, 0.23362896, 0.2765935, 0.56932384, 0.4843409, 0.32655007, 0.51832783, 50.86705, -0.008195387, 0.68758714, 0.46031252, 0.29254803, 0.187742, 0.12176824, 0.0798984, -0.3384137, -0.47247246, 32291, 
79, WeightMethod, 0.0, 0, 0, CosineDistance, 1, 18046, initial table, 0.33392775, 0.22646242, 0.26989084, 0.5680279, 0.4865711, 0.3241689, 0.52039385, 50.722538, -0.0076060835, 0.6820084, 0.4632152, 0.2948275, 0.18944693, 0.12300201, 0.08076943, -0.33774152, -0.47195837, 32691, 
80, WeightMethod, 0.0, 0, 0, CosineDistance, 1, 18046, initial table, 0.33406013, 0.22646242, 0.2699341, 0.5682531, 0.48191756, 0.3241689, 0.5157937, 50.722538, -0.0076464987, 0.6806137, 0.4576002, 0.29134423, 0.18725368, 0.12159894, 0.07985677, -0.33781818, -0.47659573, 33125, 
81, WeightMethod, 0.0, 0, 0, CosineDistance, 1, 18046, initial table, 0.3340822, 0.22646242, 0.26994127, 0.56829065, 0.47596797, 0.3241689, 0.5094258, 50.722538, -0.0076464987, 0.6806137, 0.44516018, 0.28401232, 0.18288745, 0.11896769, 0.07824932, -0.33782914, -0.4886556, 33548, 
82, WeightMethod, 0.0, 0, 0, CosineDistance, 1, 18046, initial table, 0.3344807, 0.22632805, 0.26997566, 0.5690525, 0.47185838, 0.32284263, 0.5050963, 50.722538, -0.0075321477, 0.67921895, 0.44051835, 0.28146544, 0.18145902, 0.118141055, 0.077751085, -0.33783796, -0.4945102, 33930, 
83, WeightMethod, 0.0, 0, 0, CosineDistance, 1, 18046, initial table, 0.33439258, 0.22623846, 0.26988325, 0.56899536, 0.46617332, 0.32282838, 0.49901083, 50.578033, -0.0075636497, 0.67921895, 0.43557703, 0.27848282, 0.1796148, 0.11697226, 0.07699202, -0.33786568, -0.49840742, 34328, 
84, WeightMethod, 0.0, 0, 0, CosineDistance, 1, 18046, initial table, 0.30386442, 0.22646242, 0.25951496, 0.5217852, 0.49414238, 0.31313267, 0.5257986, 50.289017, -0.007883436, 0.65411437, 0.44038463, 0.283022, 0.18340474, 0.11993371, 0.07921163, -0.32863063, -0.49937546, 21100, 
85, WeightMethod, 0.0, 0, 0, CosineDistance, 1, 18046, initial table, 0.30361766, 0.22592492, 0.2590719, 0.521849, 0.498678, 0.31304738, 0.5302855, 50.144505, -0.007751828, 0.6443515, 0.44230944, 0.2839888, 0.18384755, 0.1200982, 0.07923506, -0.328931, -0.49743366, 21304, 
86, WeightMethod, 0.0, 0, 0, CosineDistance, 1, 18046, initial table, 0.3427195, 0.22623846, 0.2725556, 0.5917788, 0.5027379, 0.32891333, 0.53574955, 52.456646, -0.0078068213, 0.65411437, 0.44541013, 0.2865077, 0.18580614, 0.12157595, 0.080325454, -0.33945617, -0.49570006, 25586, 
87, WeightMethod, 0.0, 0, 0, CosineDistance, 1, 18046, initial table, 0.3421839, 0.22570097, 0.2719961, 0.5914457, 0.50845355, 0.32882804, 0.5410858, 52.312134, -0.007463016, 0.651325, 0.4476336, 0.2878779, 0.1866182, 0.12203494, 0.08056785, -0.33964497, -0.49441174, 25977, 
88, WeightMethod, 0.0, 0, 0, CosineDistance, 1, 18046, initial table, 0.34196046, 0.22547702, 0.2717629, 0.59130687, 0.50267565, 0.3287925, 0.5349371, 52.16763, -0.007373365, 0.6429568, 0.44266433, 0.28473863, 0.18460892, 0.120731704, 0.07971101, -0.339711, -0.4983697, 26183, 
89, WeightMethod, 0.0, 0, 0, CosineDistance, 1, 18046, initial table, 0.34182635, 0.22534265, 0.27162293, 0.59122354, 0.49702764, 0.32877117, 0.52892655, 52.023125, -0.0072195674, 0.6429568, 0.43789098, 0.2817628, 0.1827216, 0.11951417, 0.07891229, -0.33975288, -0.50201863, 26523, 
90, WeightMethod, 0.0, 0, 0, CosineDistance, 1, 18046, initial table, 0.34691903, 0.22493953, 0.27291995, 0.603524, 0.5072863, 0.32017955, 0.5399303, 52.16763, -0.007016255, 0.6429568, 0.43988782, 0.28291672, 0.18339548, 0.11991059, 0.079145774, -0.34016502, -0.4999417, 35200, 
91, WeightMethod, 0.0, 0, 0, CosineDistance, 1, 18046, initial table, 0.3468288, 0.22484995, 0.27282608, 0.6034692, 0.5017117, 0.32016534, 0.533997, 52.023125, -0.0072872397, 0.6429568, 0.43602, 0.28105837, 0.18259622, 0.11964564, 0.079131715, -0.3401849, -0.5053753, 35566, 
92, WeightMethod, 0.0, 0, 0, CosineDistance, 1, 18046, initial table, 0.33558708, 0.22453642, 0.26905325, 0.5785767, 0.5059169, 0.30340278, 0.5403788, 51.30058, -0.0074653965, 0.6443515, 0.43763524, 0.28167585, 0.18270291, 0.119513564, 0.07890747, -0.3414494, -0.5018676, 23106, 
93, WeightMethod, 0.0, 0, 0, CosineDistance, 1, 18046, initial table, 0.33518136, 0.22476037, 0.26908332, 0.5778358, 0.5112762, 0.3034224, 0.54550725, 51.156067, -0.005274011, 0.63458854, 0.43938792, 0.28241017, 0.18283257, 0.119307876, 0.07853688, -0.3408932, -0.49996972, 23385, 
