Cluster Number, Weight Method, Reference Weight (factor 2), File Weight, Function Weight, Distance Function, Closest Centroids Init, SVD factors, lsi method, Precision, Recall, Fmeasure, AdjustedPrecision, AverageClusterPrecision, AverageClusterRecall, AverageClusterAdjustedPrecision, MojoFM, SilhuetteIndex, NonExtremityClusterDistributionL5U100, IntraSimilarityReg1.0, IntraSimilarityReg2.0, IntraSimilarityReg3.0, IntraSimilarityReg4.0, IntraSimilarityReg5.0, IntraInterDistanceIntra1.0Inter1.0, AverageClusterIntraInterDistanceIntra1.0Inter1.0, Time Taken(ms), 
89, WeightMethod, 0.0, 0, 3, CosineDistance, 1, 18046, initial table, 0.44930476, 0.20841172, 0.2847439, 0.6511998, 0.4848629, 0.2739402, 0.52170044, 52.745663, -0.007785364, 0.8033473, 0.44682887, 0.2840424, 0.18188779, 0.11736227, 0.076327085, -0.33818874, -0.48715797, 22428, 
90, WeightMethod, 0.0, 0, 3, CosineDistance, 1, 18046, initial table, 0.47148946, 0.20814297, 0.28879496, 0.67263615, 0.48441756, 0.27644083, 0.52302885, 53.46821, -0.0075586056, 0.8033473, 0.44911346, 0.28562093, 0.18296261, 0.11808513, 0.07680798, -0.340601, -0.4847165, 20511, 
91, WeightMethod, 0.0, 0, 3, CosineDistance, 1, 18046, initial table, 0.42486474, 0.1723551, 0.24522832, 0.6454408, 0.4790943, 0.26956153, 0.51720184, 53.3237, -0.007403372, 0.8089261, 0.44534498, 0.28401658, 0.1824709, 0.11812906, 0.07707908, -0.33998695, -0.48932868, 20729, 
92, WeightMethod, 0.0, 0, 3, CosineDistance, 1, 18046, initial table, 0.42131147, 0.17266864, 0.24494854, 0.64062846, 0.47091767, 0.27110666, 0.5093097, 53.17919, -0.005514921, 0.79916316, 0.440771, 0.28108585, 0.18045145, 0.11664541, 0.075936124, -0.34121794, -0.49335903, 20979, 
93, WeightMethod, 0.0, 0, 3, CosineDistance, 1, 18046, initial table, 0.42124823, 0.17262384, 0.24489278, 0.64058924, 0.45510134, 0.27034038, 0.4930806, 53.03468, -0.005653982, 0.79916316, 0.43013722, 0.27483228, 0.1767399, 0.11442023, 0.074587375, -0.34123653, -0.5039412, 21204, 
94, WeightMethod, 0.0, 0, 3, CosineDistance, 1, 18046, initial table, 0.42129427, 0.17262384, 0.24490057, 0.6406593, 0.45025983, 0.27034038, 0.48783505, 53.03468, -0.005653982, 0.79916316, 0.41972205, 0.26870343, 0.17310047, 0.11223734, 0.07326386, -0.34125495, -0.514058, 21434, 
95, WeightMethod, 0.0, 0, 3, CosineDistance, 1, 18046, initial table, 0.40624672, 0.17360924, 0.24326105, 0.62862766, 0.44616172, 0.2721277, 0.48374498, 53.17919, -0.0059284866, 0.7949791, 0.41541547, 0.26601228, 0.17140679, 0.11116409, 0.072579145, -0.34016895, -0.5176287, 17238, 
96, WeightMethod, 0.0, 0, 3, CosineDistance, 1, 18046, initial table, 0.40612224, 0.17351966, 0.2431508, 0.6285498, 0.44151422, 0.27124354, 0.47870597, 53.03468, -0.0058907126, 0.7949791, 0.41134712, 0.26354715, 0.16989236, 0.11021968, 0.07198086, -0.34019715, -0.521783, 17413, 
97, WeightMethod, 0.0, 0, 3, CosineDistance, 1, 18046, initial table, 0.4042486, 0.17217594, 0.24149522, 0.627379, 0.4472718, 0.27103028, 0.48408014, 52.89017, -0.0057222103, 0.79218966, 0.41369727, 0.26501733, 0.170787, 0.110748224, 0.07228231, -0.34060204, -0.52005464, 17591, 
98, WeightMethod, 0.0, 0, 3, CosineDistance, 1, 18046, initial table, 0.40330735, 0.17150408, 0.24066624, 0.6267908, 0.45291188, 0.27092367, 0.48934463, 52.745663, -0.005662034, 0.79079497, 0.41575122, 0.26614806, 0.17137566, 0.111029156, 0.07239545, -0.34077564, -0.51802754, 17748, 
99, WeightMethod, 0.0, 0, 3, CosineDistance, 1, 18046, initial table, 0.41818383, 0.16872704, 0.2404417, 0.6344655, 0.45048088, 0.26819772, 0.48853976, 53.17919, -0.0060980795, 0.79079497, 0.41763356, 0.26714703, 0.17189756, 0.11129603, 0.07252788, -0.3470567, -0.5148243, 27160, 
100, WeightMethod, 0.0, 0, 3, CosineDistance, 1, 18046, initial table, 0.4171486, 0.1680104, 0.23954277, 0.63381547, 0.45597607, 0.268084, 0.49365437, 53.03468, -0.0063994695, 0.7880056, 0.420296, 0.26918313, 0.17343418, 0.11244175, 0.073372796, -0.3472462, -0.5142185, 27457, 
101, WeightMethod, 0.0, 0, 3, CosineDistance, 1, 18046, initial table, 0.44814438, 0.15793246, 0.23355635, 0.6381374, 0.45239037, 0.2298549, 0.49412805, 52.312134, -0.0078904815, 0.7880056, 0.42279035, 0.27099755, 0.17473504, 0.11336351, 0.07401957, -0.35367337, -0.5121468, 22988, 
102, WeightMethod, 0.0, 0, 3, CosineDistance, 1, 18046, initial table, 0.44793388, 0.15779808, 0.23338081, 0.63799953, 0.4479552, 0.22983357, 0.48928365, 52.16763, -0.0077762543, 0.7880056, 0.4188202, 0.26853573, 0.17318508, 0.11237339, 0.07337845, -0.35375604, -0.51527345, 23248, 
103, WeightMethod, 0.0, 0, 3, CosineDistance, 1, 18046, initial table, 0.44779345, 0.1577085, 0.23326378, 0.6379075, 0.4436061, 0.22981635, 0.48453334, 52.023125, -0.0077762543, 0.7880056, 0.4153363, 0.26666576, 0.17220418, 0.11187455, 0.07313568, -0.35379043, -0.51942444, 23497, 
104, WeightMethod, 0.0, 0, 3, CosineDistance, 1, 18046, initial table, 0.4474857, 0.15743975, 0.232928, 0.6377298, 0.44767398, 0.2297737, 0.48836797, 51.878613, -0.0076984027, 0.7796374, 0.418855, 0.26987013, 0.17492375, 0.114088416, 0.074889824, -0.35397983, -0.5198464, 23710, 
105, WeightMethod, 0.0, 0, 3, CosineDistance, 1, 18046, initial table, 0.44135687, 0.15793246, 0.23262413, 0.6363241, 0.4450111, 0.24016955, 0.4913958, 51.7341, -0.009070776, 0.7740586, 0.4215716, 0.27197066, 0.17648257, 0.11521189, 0.07568172, -0.34971392, -0.5182841, 31293, 
106, WeightMethod, 0.0, 0, 3, CosineDistance, 1, 18046, initial table, 0.43644544, 0.15640956, 0.23028983, 0.6349496, 0.44390255, 0.23011297, 0.49029714, 51.011562, -0.009342993, 0.7670851, 0.42394632, 0.2736965, 0.17772639, 0.11610227, 0.07631558, -0.3445452, -0.51740474, 26653, 
107, WeightMethod, 0.0, 0, 3, CosineDistance, 1, 18046, initial table, 0.47069272, 0.1543044, 0.23241693, 0.6510865, 0.44210708, 0.21579874, 0.492092, 52.023125, -0.010371404, 0.7670851, 0.42602664, 0.2750823, 0.17866349, 0.116744205, 0.07676005, -0.35342976, -0.5151773, 16900, 
108, WeightMethod, 0.0, 0, 3, CosineDistance, 1, 18046, initial table, 0.45651314, 0.15493147, 0.23134802, 0.6486866, 0.440084, 0.22146517, 0.49097884, 52.023125, -0.009379774, 0.7656904, 0.42841065, 0.27686736, 0.17998117, 0.117707774, 0.077460304, -0.35402128, -0.5135361, 17055, 
109, WeightMethod, 0.0, 0, 3, CosineDistance, 1, 18046, initial table, 0.45651886, 0.15448356, 0.23084901, 0.6492524, 0.43586007, 0.22139409, 0.4863874, 51.878613, -0.009189438, 0.7642957, 0.42452094, 0.27437434, 0.17837082, 0.11665936, 0.07677242, -0.35465398, -0.51664066, 17208, 
110, WeightMethod, 0.0, 0, 3, CosineDistance, 1, 18046, initial table, 0.45630297, 0.1543492, 0.2306714, 0.6491132, 0.4318977, 0.22137277, 0.48196572, 51.7341, -0.010239588, 0.7642957, 0.42034027, 0.27149373, 0.17640084, 0.11531941, 0.075864315, -0.35465345, -0.51923084, 17343, 
111, WeightMethod, 0.0, 0, 3, CosineDistance, 1, 18046, initial table, 0.4550495, 0.15439399, 0.23056087, 0.64681447, 0.43412077, 0.22349745, 0.4838636, 51.7341, -0.010125877, 0.7559275, 0.4179636, 0.27091008, 0.17665838, 0.115910366, 0.07653108, -0.35456833, -0.52375513, 20099, 
112, WeightMethod, 0.0, 0, 3, CosineDistance, 1, 18046, initial table, 0.45324504, 0.15327421, 0.22908022, 0.645646, 0.42131612, 0.22331974, 0.47061482, 51.589596, -0.010677404, 0.7601116, 0.4091961, 0.2656617, 0.17349838, 0.11399517, 0.0753616, -0.35473984, -0.5312584, 20277, 
113, WeightMethod, 0.0, 0, 3, CosineDistance, 1, 18046, initial table, 0.4530277, 0.15313983, 0.22890233, 0.64550525, 0.4264372, 0.22329842, 0.47529963, 51.44509, -0.010028927, 0.7601116, 0.41478845, 0.2720565, 0.1799277, 0.12010427, 0.081008635, -0.3548815, -0.5350832, 20459, 
114, WeightMethod, 0.0, 0, 3, CosineDistance, 1, 18046, initial table, 0.45102203, 0.15219922, 0.22759543, 0.644517, 0.43074936, 0.22189084, 0.48137948, 51.30058, -0.010160274, 0.75453275, 0.41646755, 0.27292177, 0.18035586, 0.1203003, 0.08108336, -0.35590756, -0.5328004, 23345, 
115, WeightMethod, 0.0, 0, 3, CosineDistance, 1, 18046, initial table, 0.43990353, 0.155245, 0.22949842, 0.63770634, 0.43158433, 0.23054323, 0.48305807, 51.878613, -0.010035739, 0.7517434, 0.41844124, 0.27424005, 0.1812926, 0.12100454, 0.08163605, -0.3510963, -0.5303832, 23496, 
116, WeightMethod, 0.0, 0, 3, CosineDistance, 1, 18046, initial table, 0.43816346, 0.15345338, 0.22730136, 0.6385013, 0.4342046, 0.22794966, 0.48494995, 52.023125, -0.009522283, 0.7447699, 0.42049453, 0.27560532, 0.18219648, 0.121600024, 0.08202587, -0.35219723, -0.5282338, 21007, 
117, WeightMethod, 0.0, 0, 3, CosineDistance, 1, 18046, initial table, 0.43818927, 0.15305026, 0.2268623, 0.639067, 0.43031585, 0.22788568, 0.48073402, 51.878613, -0.009451229, 0.7433752, 0.4169655, 0.27332562, 0.18070579, 0.120612554, 0.08136269, -0.35289255, -0.53153867, 21224, 
118, WeightMethod, 0.0, 0, 3, CosineDistance, 1, 18046, initial table, 0.46732673, 0.14798889, 0.2247925, 0.64774066, 0.42765728, 0.21733628, 0.4822301, 51.44509, -0.008831123, 0.7419805, 0.41960496, 0.27544037, 0.1823197, 0.12180378, 0.08222001, -0.36247322, -0.53052104, 29675, 
119, WeightMethod, 0.0, 0, 3, CosineDistance, 1, 18046, initial table, 0.4672514, 0.14794411, 0.2247321, 0.64769083, 0.41566014, 0.21732917, 0.4697744, 51.30058, -0.009008194, 0.7419805, 0.41126233, 0.27036503, 0.17920522, 0.11987325, 0.08100925, -0.3624943, -0.5373076, 29920, 
120, WeightMethod, 0.0, 0, 3, CosineDistance, 1, 18046, initial table, 0.46551725, 0.14633164, 0.22266902, 0.6464877, 0.4128234, 0.2149403, 0.46984482, 51.011562, -0.010006463, 0.73779637, 0.40749025, 0.2676775, 0.17730165, 0.11853034, 0.08006408, -0.3623435, -0.53859556, 30182, 
121, WeightMethod, 0.0, 0, 3, CosineDistance, 1, 18046, initial table, 0.4705967, 0.14660038, 0.22355795, 0.65047485, 0.4208212, 0.21870205, 0.47590977, 51.878613, -0.010007595, 0.73779637, 0.41016853, 0.26986533, 0.17902444, 0.11985178, 0.08105761, -0.36272866, -0.5374453, 30400, 
122, WeightMethod, 0.0, 0, 3, CosineDistance, 1, 18046, initial table, 0.47039235, 0.1455254, 0.22228304, 0.6515459, 0.42759588, 0.21904594, 0.48235527, 51.7341, -0.009999284, 0.7364017, 0.4129281, 0.2721783, 0.18087587, 0.12128928, 0.08214965, -0.3628396, -0.5372854, 30699, 
123, WeightMethod, 0.0, 0, 3, CosineDistance, 1, 18046, initial table, 0.4689837, 0.14324106, 0.21945447, 0.6522569, 0.4284089, 0.21796927, 0.4854429, 51.7341, -0.009751395, 0.73082286, 0.4149359, 0.27349684, 0.1817244, 0.121822685, 0.08247521, -0.3623758, -0.53612834, 30873, 
124, WeightMethod, 0.0, 0, 3, CosineDistance, 1, 18046, initial table, 0.4714688, 0.14247961, 0.21882847, 0.6565994, 0.43297464, 0.2175054, 0.48986727, 51.878613, -0.0091375895, 0.7280335, 0.4169129, 0.27479988, 0.18256836, 0.12235851, 0.08280704, -0.3642872, -0.53449374, 33993, 
125, WeightMethod, 0.0, 0, 3, CosineDistance, 1, 18046, initial table, 0.47107685, 0.14225566, 0.2185221, 0.6563449, 0.43751085, 0.21746984, 0.49394834, 51.7341, -0.009168829, 0.7280335, 0.41982716, 0.27730525, 0.18456085, 0.12387019, 0.083917856, -0.36443633, -0.5351399, 34312, 
126, WeightMethod, 0.0, 0, 3, CosineDistance, 1, 18046, initial table, 0.4771809, 0.14283794, 0.21986279, 0.6607651, 0.44385457, 0.22546549, 0.4988588, 51.878613, -0.009812495, 0.7126918, 0.42137006, 0.2780832, 0.18490489, 0.12397711, 0.08390256, -0.364644, -0.532901, 28676, 
127, WeightMethod, 0.0, 0, 3, CosineDistance, 1, 18046, initial table, 0.47678944, 0.14261399, 0.21955593, 0.66051126, 0.44823366, 0.22542997, 0.5028048, 51.7341, -0.009757166, 0.7126918, 0.42388907, 0.28023824, 0.18669686, 0.12543915, 0.08507939, -0.36476955, -0.5327049, 28889, 
128, WeightMethod, 0.0, 0, 3, CosineDistance, 1, 18046, initial table, 0.47276556, 0.14073278, 0.21689908, 0.6541721, 0.4430881, 0.23109832, 0.5027727, 51.011562, -0.011655836, 0.71687585, 0.4251231, 0.28071365, 0.18681616, 0.1254055, 0.08499123, -0.36138648, -0.52982605, 26134, 
129, WeightMethod, 0.0, 0, 3, CosineDistance, 1, 18046, initial table, 0.4737, 0.1415838, 0.2180075, 0.65469664, 0.42713696, 0.23036474, 0.4866407, 50.722538, -0.011477672, 0.71687585, 0.41777787, 0.27653226, 0.18446372, 0.124101005, 0.08428062, -0.36126933, -0.5371337, 26404, 
130, WeightMethod, 0.0, 0, 3, CosineDistance, 1, 18046, initial table, 0.4817224, 0.13929947, 0.2161073, 0.6633266, 0.42765272, 0.18815464, 0.48284146, 50.144505, -0.008789262, 0.70990235, 0.4161471, 0.27645016, 0.18503003, 0.12486249, 0.085025474, -0.36776453, -0.54110986, 23559, 
131, WeightMethod, 0.0, 0, 3, CosineDistance, 1, 18046, initial table, 0.4805961, 0.1386724, 0.21523917, 0.6625954, 0.43202177, 0.18805513, 0.48678923, 50.0, -0.007910686, 0.70850766, 0.4183765, 0.27811617, 0.18622771, 0.12569848, 0.08559472, -0.3682588, -0.54050255, 23731, 
132, WeightMethod, 0.0, 0, 3, CosineDistance, 1, 18046, initial table, 0.48141813, 0.1386724, 0.21532148, 0.66378057, 0.43249464, 0.18855713, 0.48486912, 50.144505, -0.0077862465, 0.70711297, 0.4162833, 0.27738857, 0.18614604, 0.12588762, 0.08586752, -0.36833107, -0.54375315, 23975, 
133, WeightMethod, 0.0, 0, 3, CosineDistance, 1, 18046, initial table, 0.48126757, 0.13809012, 0.21460393, 0.66434216, 0.43660334, 0.18846473, 0.48869255, 50.0, -0.007914135, 0.7043236, 0.41773576, 0.27809972, 0.18645608, 0.12598786, 0.085863955, -0.36901414, -0.5423373, 24106, 
134, WeightMethod, 0.0, 0, 3, CosineDistance, 1, 18046, initial table, 0.48104042, 0.13750784, 0.21387766, 0.66477764, 0.4355613, 0.18797551, 0.48756596, 49.855488, -0.007984734, 0.70013946, 0.41963208, 0.27938658, 0.18731569, 0.12655263, 0.08622806, -0.36923987, -0.5413927, 24271, 
135, WeightMethod, 0.0, 0, 3, CosineDistance, 1, 18046, initial table, 0.48053986, 0.13714951, 0.21339467, 0.66456586, 0.43093577, 0.18794407, 0.48255518, 49.710983, -0.0082007125, 0.6987448, 0.41704974, 0.27798194, 0.18656108, 0.12615296, 0.08601952, -0.36920568, -0.54436976, 24424, 
136, WeightMethod, 0.0, 0, 3, CosineDistance, 1, 18046, initial table, 0.4807662, 0.13714951, 0.21341695, 0.66472197, 0.42899263, 0.18794407, 0.479007, 49.710983, -0.008229776, 0.6987448, 0.4144348, 0.2765125, 0.18573795, 0.1256914, 0.08575844, -0.36929998, -0.54693526, 24575, 
137, WeightMethod, 0.0, 0, 3, CosineDistance, 1, 18046, initial table, 0.48188975, 0.13705993, 0.21341889, 0.6656193, 0.42592105, 0.18767148, 0.4754827, 49.710983, -0.0080574835, 0.6973501, 0.4114614, 0.27455556, 0.18443693, 0.12481734, 0.08516471, -0.37000546, -0.54952466, 24774, 
138, WeightMethod, 0.0, 0, 3, CosineDistance, 1, 18046, initial table, 0.477363, 0.13459644, 0.20998566, 0.6628594, 0.42283466, 0.18719795, 0.47203252, 49.56647, -0.008040583, 0.6959554, 0.40852475, 0.27263227, 0.18317364, 0.12398478, 0.08461382, -0.37121004, -0.55092156, 24920, 
139, WeightMethod, 0.0, 0, 3, CosineDistance, 1, 18046, initial table, 0.47809464, 0.13441727, 0.20983812, 0.66367716, 0.41975272, 0.18705861, 0.46923828, 49.421967, -0.007813985, 0.69316596, 0.4129439, 0.2780654, 0.18923078, 0.1304281, 0.09129754, -0.37176755, -0.55249554, 25106, 
140, WeightMethod, 0.0, 0, 3, CosineDistance, 1, 18046, initial table, 0.47801146, 0.13437249, 0.20977554, 0.66362363, 0.4096116, 0.1870515, 0.45874372, 49.277454, -0.007813985, 0.69316596, 0.40579775, 0.2736137, 0.18643059, 0.12864543, 0.09014542, -0.37178898, -0.5583849, 25299, 
141, WeightMethod, 0.0, 0, 3, CosineDistance, 1, 18046, initial table, 0.47776183, 0.13423811, 0.20958775, 0.663463, 0.40670657, 0.18677785, 0.45549023, 49.13295, -0.0076238476, 0.69316596, 0.40303743, 0.2718137, 0.18523423, 0.12783325, 0.08958086, -0.37186596, -0.5601666, 25482, 
142, WeightMethod, 0.0, 0, 3, CosineDistance, 1, 18046, initial table, 0.47048637, 0.13387978, 0.20844518, 0.66086286, 0.4082223, 0.20880975, 0.45736113, 49.421967, -0.0069594937, 0.68758714, 0.4050992, 0.2733072, 0.18629923, 0.12858082, 0.09009651, -0.37183225, -0.558525, 25744, 
143, WeightMethod, 0.0, 0, 3, CosineDistance, 1, 18046, initial table, 0.4798329, 0.1337454, 0.20918418, 0.6638468, 0.41543773, 0.20953228, 0.46382356, 49.855488, -0.0071236445, 0.69177127, 0.40742913, 0.2751415, 0.18767725, 0.12957986, 0.09079879, -0.37393063, -0.5574997, 22520, 
144, WeightMethod, 0.0, 0, 3, CosineDistance, 1, 18046, initial table, 0.47932422, 0.13343187, 0.20875232, 0.6635752, 0.41235983, 0.20950478, 0.46040964, 49.710983, -0.0075005735, 0.6903766, 0.40476167, 0.27344725, 0.18659097, 0.12887347, 0.09032993, -0.37412083, -0.5596516, 22677, 
145, WeightMethod, 0.0, 0, 3, CosineDistance, 1, 18046, initial table, 0.4791566, 0.1333423, 0.2086268, 0.66346693, 0.40951598, 0.20948759, 0.4572344, 49.56647, -0.0075005735, 0.6903766, 0.4023398, 0.2720651, 0.1858193, 0.12845325, 0.09010673, -0.3741422, -0.56123304, 22828, 
146, WeightMethod, 0.0, 0, 3, CosineDistance, 1, 18046, initial table, 0.477551, 0.14149421, 0.2183062, 0.6513838, 0.4156209, 0.21435872, 0.46298087, 49.421967, -0.006749711, 0.6820084, 0.3989845, 0.26945612, 0.18385218, 0.12699987, 0.08904653, -0.376702, -0.56174797, 23002, 
147, WeightMethod, 0.0, 0, 3, CosineDistance, 1, 18046, initial table, 0.47463274, 0.14037445, 0.21666841, 0.64938825, 0.41608152, 0.20618501, 0.4643413, 48.988438, -0.0073794313, 0.67085075, 0.401266, 0.27131963, 0.18535563, 0.12820056, 0.08999688, -0.37654138, -0.56108874, 23173, 
148, WeightMethod, 0.0, 0, 3, CosineDistance, 1, 18046, initial table, 0.47581998, 0.13970259, 0.21598975, 0.6518556, 0.4195508, 0.20607838, 0.46788535, 48.843933, -0.0075872554, 0.6666667, 0.4035616, 0.2731795, 0.18681832, 0.12932567, 0.090846844, -0.3778106, -0.56118965, 23335, 
149, WeightMethod, 0.0, 0, 3, CosineDistance, 1, 18046, initial table, 0.47675842, 0.1396578, 0.2160327, 0.6523416, 0.41678295, 0.20605023, 0.46462584, 48.843933, -0.0075348974, 0.66527194, 0.4009019, 0.2714057, 0.18561916, 0.12850223, 0.090271145, -0.3782487, -0.5633455, 23444, 
150, WeightMethod, 0.0, 0, 3, CosineDistance, 1, 18046, initial table, 0.47547516, 0.13894114, 0.21504332, 0.6514895, 0.42067105, 0.20593649, 0.468195, 48.69942, -0.0069450256, 0.65550905, 0.4028146, 0.27271935, 0.18649244, 0.12906352, 0.09061725, -0.37862423, -0.5625193, 23601, 
151, WeightMethod, 0.0, 0, 3, CosineDistance, 1, 18046, initial table, 0.47362706, 0.13674639, 0.21222022, 0.6515667, 0.41574368, 0.20574401, 0.4624123, 48.554916, -0.0069702147, 0.6582985, 0.4007178, 0.27163842, 0.18594925, 0.12879632, 0.09048553, -0.3786654, -0.5649235, 23748, 
152, WeightMethod, 0.0, 0, 3, CosineDistance, 1, 18046, initial table, 0.4771058, 0.13674639, 0.21256745, 0.6563524, 0.41303056, 0.20574401, 0.45948732, 48.554916, -0.006790711, 0.65690374, 0.3981029, 0.2698794, 0.18475349, 0.1279731, 0.08990999, -0.37975314, -0.56588566, 23908, 
153, WeightMethod, 0.0, 0, 3, CosineDistance, 1, 18046, initial table, 0.47248936, 0.13423811, 0.209076, 0.6533209, 0.416867, 0.20526186, 0.4630201, 48.410404, -0.00692646, 0.651325, 0.40009937, 0.2713476, 0.18581575, 0.12872928, 0.09043894, -0.380133, -0.56452984, 24234, 
154, WeightMethod, 0.0, 0, 3, CosineDistance, 1, 18046, initial table, 0.47190657, 0.13392457, 0.20863861, 0.6529379, 0.41416007, 0.2052121, 0.4600134, 48.2659, -0.0069659012, 0.64993024, 0.39793873, 0.27013582, 0.18512863, 0.12832977, 0.09019567, -0.38024396, -0.5668198, 24194, 
155, WeightMethod, 0.0, 0, 3, CosineDistance, 1, 18046, initial table, 0.48397592, 0.13325271, 0.20896989, 0.66248554, 0.41547385, 0.20890877, 0.46040958, 48.410404, -0.0072502573, 0.6429568, 0.39981472, 0.27144837, 0.18603234, 0.12894087, 0.09059973, -0.3816679, -0.56522757, 24346, 
156, WeightMethod, 0.0, 0, 3, CosineDistance, 1, 18046, initial table, 0.48372397, 0.13311833, 0.20878118, 0.66232073, 0.41281053, 0.20888746, 0.4574583, 48.2659, -0.0074842544, 0.6429568, 0.3976381, 0.27021566, 0.18533982, 0.12855253, 0.090379156, -0.38169992, -0.5675431, 24846, 
157, WeightMethod, 0.0, 0, 3, CosineDistance, 1, 18046, initial table, 0.48355585, 0.13302876, 0.20865536, 0.6622108, 0.41018116, 0.20887324, 0.45454454, 48.121387, -0.0073956945, 0.6429568, 0.39544478, 0.26890677, 0.18453509, 0.12803838, 0.09003521, -0.38176554, -0.5695948, 24726, 
158, WeightMethod, 0.0, 0, 3, CosineDistance, 1, 18046, initial table, 0.48362392, 0.13293917, 0.20855145, 0.66242445, 0.40716317, 0.20862336, 0.4510875, 47.976883, -0.007311271, 0.63458854, 0.39303952, 0.2673225, 0.18347363, 0.12731366, 0.08952997, -0.3819147, -0.5707124, 24849, 
159, WeightMethod, 0.0, 0, 3, CosineDistance, 1, 18046, initial table, 0.48591664, 0.13213293, 0.20776843, 0.66376173, 0.4012572, 0.20806532, 0.45036715, 47.83237, -0.007617158, 0.63319385, 0.39450812, 0.26810697, 0.18386039, 0.12747417, 0.08956557, -0.38213557, -0.56836337, 25016, 
160, WeightMethod, 0.0, 0, 3, CosineDistance, 1, 18046, initial table, 0.5097768, 0.13195378, 0.20964241, 0.6733693, 0.4041589, 0.17114057, 0.45237198, 48.410404, -0.0075316816, 0.62761503, 0.39631057, 0.26934278, 0.18469518, 0.12802799, 0.089924216, -0.3858136, -0.5669271, 25186, 
161, WeightMethod, 0.0, 0, 3, CosineDistance, 1, 18046, initial table, 0.50918543, 0.13159545, 0.20914009, 0.6729757, 0.40723863, 0.17041078, 0.4553593, 48.2659, -0.008066042, 0.62622035, 0.39810044, 0.2705814, 0.18554345, 0.12860163, 0.09030569, -0.38588306, -0.56560624, 25338, 
162, WeightMethod, 0.0, 0, 3, CosineDistance, 1, 18046, initial table, 0.51184666, 0.13159545, 0.20936364, 0.676493, 0.4047587, 0.17041078, 0.45275503, 48.2659, -0.008045098, 0.62482566, 0.3956792, 0.2689594, 0.18444644, 0.12785079, 0.089784116, -0.386688, -0.5666388, 25439, 
163, WeightMethod, 0.0, 0, 3, CosineDistance, 1, 18046, initial table, 0.51167655, 0.13150586, 0.20923603, 0.67638034, 0.4022755, 0.17039655, 0.4499774, 48.121387, -0.008010795, 0.62482566, 0.3935186, 0.2676416, 0.18362522, 0.12732421, 0.0894341, -0.386745, -0.56890064, 25644, 
164, WeightMethod, 0.0, 0, 3, CosineDistance, 1, 18046, initial table, 0.5110801, 0.13119233, 0.20878924, 0.6759852, 0.39982256, 0.1703468, 0.44723362, 47.976883, -0.007792563, 0.62343097, 0.39128828, 0.26622105, 0.18270373, 0.12671301, 0.089017846, -0.38701808, -0.57067126, 25743, 
165, WeightMethod, 0.0, 0, 3, CosineDistance, 1, 18046, initial table, 0.5162372, 0.13101317, 0.2089883, 0.6822221, 0.39944825, 0.1724715, 0.4468497, 48.121387, -0.007958567, 0.61924684, 0.39289296, 0.26721793, 0.18331137, 0.12707254, 0.08922015, -0.38822126, -0.5688476, 25908, 
166, WeightMethod, 0.0, 0, 3, CosineDistance, 1, 18046, initial table, 0.51644856, 0.13078922, 0.20872054, 0.68219614, 0.39783078, 0.17057684, 0.4481022, 48.121387, -0.008007378, 0.61645746, 0.3945077, 0.26823756, 0.18394206, 0.12745102, 0.08943645, -0.38843316, -0.5672185, 26080, 
167, WeightMethod, 0.0, 0, 3, CosineDistance, 1, 18046, initial table, 0.52034616, 0.12657888, 0.20362434, 0.69253135, 0.3914333, 0.16748686, 0.44136655, 48.121387, -0.009671567, 0.6206416, 0.38927135, 0.2655303, 0.18270938, 0.12705228, 0.08948658, -0.38801464, -0.5731003, 26195, 
168, WeightMethod, 0.0, 0, 3, CosineDistance, 1, 18046, initial table, 0.51892686, 0.1264893, 0.2033996, 0.69149905, 0.37796903, 0.1699831, 0.42738438, 47.68786, -0.0089690145, 0.62343097, 0.3797977, 0.25967124, 0.17908135, 0.12480038, 0.088083014, -0.38809395, -0.58062434, 26348, 
169, WeightMethod, 0.0, 0, 3, CosineDistance, 1, 18046, initial table, 0.533884, 0.12738511, 0.20569198, 0.7022651, 0.3772658, 0.17325512, 0.42803514, 48.410404, -0.008809182, 0.62622035, 0.3782892, 0.25908992, 0.17894919, 0.12486336, 0.08821189, -0.3908496, -0.5826877, 26551, 
170, WeightMethod, 0.0, 0, 3, CosineDistance, 1, 18046, initial table, 0.5333584, 0.12711637, 0.20530257, 0.70192945, 0.3750466, 0.17321247, 0.42551726, 48.2659, -0.009236608, 0.62482566, 0.37656856, 0.25822517, 0.17854366, 0.12469431, 0.08815692, -0.39095786, -0.5848541, 26719, 
171, WeightMethod, 0.0, 0, 3, CosineDistance, 1, 18046, initial table, 0.5331829, 0.12702678, 0.20517272, 0.7018174, 0.37285334, 0.17319825, 0.42302883, 48.121387, -0.009236608, 0.62482566, 0.3745016, 0.25688806, 0.17766556, 0.124106735, 0.08775468, -0.39099765, -0.5868186, 26850, 
172, WeightMethod, 0.0, 0, 3, CosineDistance, 1, 18046, initial table, 0.53551084, 0.12631012, 0.20440707, 0.70539945, 0.37141588, 0.1731354, 0.42123955, 47.976883, -0.009870393, 0.62761503, 0.37649417, 0.2584051, 0.17882298, 0.12499269, 0.0884356, -0.39107233, -0.58595735, 27030, 
