Cluster Number, Weight Method, Reference Weight (factor 2), File Weight, Function Weight, Distance Function, Times Repeated, Precision, Best Precision, Recall, Best Recall, Fmeasure, Best Fmeasure, AdjustedPrecision, Best AdjustedPrecision, AverageClusterPrecision, Best AverageClusterPrecision, AverageClusterRecall, Best AverageClusterRecall, AverageClusterAdjustedPrecision, Best AverageClusterAdjustedPrecision, MojoFM, Best MojoFM, SilhuetteIndex, Best SilhuetteIndex, NonExtremityClusterDistributionL5U100, Best NonExtremityClusterDistributionL5U100, IntraSimilarityReg1.0, Best IntraSimilarityReg1.0, IntraSimilarityReg2.0, Best IntraSimilarityReg2.0, IntraSimilarityReg3.0, Best IntraSimilarityReg3.0, IntraSimilarityReg4.0, Best IntraSimilarityReg4.0, IntraSimilarityReg5.0, Best IntraSimilarityReg5.0, IntraInterDistanceIntra1.0Inter1.0, Best IntraInterDistanceIntra1.0Inter1.0, AverageClusterIntraInterDistanceIntra1.0Inter1.0, Best AverageClusterIntraInterDistanceIntra1.0Inter1.0, Time Taken(ms), 
31, TermFrequencyInverseDocumentFrequencyWeight, 0.5, 0, 2, CosineDistance, 10, 0.41858906, 0.5538284 (1), 0.34435448, 0.4431032 (6), 0.37266403, 0.48083976 (1), 0.6459158, 0.7479252 (1), 0.40573692, 0.45934963 (4), 0.40092, 0.47500718 (2), 0.63707757, 0.6924005 (5), 51.25669, 54.812836 (5), -0.018951736, -0.014906794 (1), 0.88705575, 0.9467005 (3), 0.5450528, 0.58316654 (5), 0.3245295, 0.3456057 (5), 0.19805616, 0.22253294 (8), 0.12429233, 0.15090357 (8), 0.080467366, 0.10779473 (8), -0.14089079, -0.08969592 (2), -0.27097103, -0.22174971 (4), 10705, 
31, TermFrequencyInverseDocumentFrequencyWeight, 0.5, 1, 0, CosineDistance, 10, 0.40005517, 0.59438276 (5), 0.37831593, 0.5358457 (5), 0.3856292, 0.56359833 (5), 0.6541889, 0.7798196 (5), 0.45950657, 0.538503 (1), 0.43595237, 0.48624504 (1), 0.6741971, 0.7171837 (4), 52.566845, 55.88235 (10), -0.02159445, -0.012453285 (5), 0.85406095, 0.93654823 (7), 0.55059206, 0.5922425 (8), 0.33214128, 0.37599382 (8), 0.20588763, 0.2490035 (8), 0.13146532, 0.1728674 (8), 0.086647995, 0.12620905 (8), -0.13267279, -0.08107275 (1), -0.28384542, -0.2530518 (4), 11371, 
31, TermFrequencyInverseDocumentFrequencyWeight, 0.5, 1, 1, CosineDistance, 10, 0.43714127, 0.5560218 (1), 0.3507287, 0.43809804 (7), 0.38782656, 0.48432055 (2), 0.6683849, 0.76700616 (1), 0.41219872, 0.47311532 (8), 0.4236845, 0.48816517 (10), 0.6456327, 0.71566224 (3), 53.23529, 54.54545 (7), -0.016519764, -0.01265338 (4), 0.91370565, 0.9543147 (10), 0.54422563, 0.6002149 (8), 0.3245858, 0.3696706 (8), 0.19814304, 0.233849 (8), 0.123991325, 0.15195364 (8), 0.079621576, 0.10183467 (3), -0.15195683, -0.09470211 (10), -0.27764863, -0.2153885 (2), 11361, 
31, TermFrequencyInverseDocumentFrequencyWeight, 0.5, 1, 2, CosineDistance, 10, 0.42354593, 0.5658327 (7), 0.29643753, 0.40615338 (7), 0.34695765, 0.47287685 (7), 0.6696253, 0.7601943 (7), 0.4252557, 0.4933452 (2), 0.38711655, 0.4382106 (4), 0.6590259, 0.7053342 (2), 52.75401, 55.3476 (7), -0.0176224, -0.01103019 (7), 0.9281726, 0.94162434 (6), 0.5527028, 0.5949662 (2), 0.32461828, 0.35995153 (2), 0.19445042, 0.22176187 (2), 0.11901587, 0.13931887 (2), 0.07456741, 0.08935068 (2), -0.14783718, -0.102476455 (2), -0.24941695, -0.20567085 (9), 12082, 
31, TermFrequencyInverseDocumentFrequencyWeight, 0.5, 2, 0, CosineDistance, 10, 0.47697806, 0.6288779 (3), 0.4050346, 0.5610187 (3), 0.43392888, 0.59301335 (3), 0.71045095, 0.8122547 (3), 0.42266935, 0.47929806 (4), 0.4276951, 0.48073956 (3), 0.6428656, 0.6812797 (5), 54.33155, 59.893047 (3), -0.016407836, -0.0077927457 (2), 0.8946701, 0.9441624 (7), 0.5308472, 0.5761658 (5), 0.31280062, 0.36504975 (5), 0.18928418, 0.23838136 (5), 0.11792375, 0.16058594 (5), 0.07577471, 0.11157036 (5), -0.16384068, -0.12664902 (10), -0.27582222, -0.25485665 (9), 11864, 
31, TermFrequencyInverseDocumentFrequencyWeight, 0.5, 2, 1, CosineDistance, 10, 0.4743105, 0.6011245 (3), 0.38969526, 0.5351097 (3), 0.42637348, 0.56619936 (3), 0.7099389, 0.7811631 (6), 0.4452447, 0.5421344 (4), 0.43341142, 0.4848407 (10), 0.6560068, 0.7720718 (4), 54.358288, 58.823524 (6), -0.016823558, -0.0084573785 (10), 0.9083756, 0.92893404 (8), 0.54483557, 0.58107376 (4), 0.32444477, 0.3535783 (9), 0.19874106, 0.22759768 (9), 0.12550043, 0.15175049 (9), 0.08181288, 0.10506425 (9), -0.157958, -0.13788009 (9), -0.26840013, -0.22858256 (7), 11970, 
31, TermFrequencyInverseDocumentFrequencyWeight, 0.5, 2, 2, CosineDistance, 10, 0.40358028, 0.49320745 (9), 0.31107023, 0.36022377 (6), 0.34904465, 0.40416628 (3), 0.6618041, 0.7373505 (3), 0.44099307, 0.5182147 (8), 0.41118598, 0.49254844 (6), 0.65621555, 0.71174353 (3), 53.31551, 55.88235 (3), -0.019147519, -0.013399901 (3), 0.9164975, 0.9467005 (5), 0.5451361, 0.58349043 (5), 0.3223116, 0.35975978 (4), 0.19526368, 0.22951394 (4), 0.121616684, 0.15182237 (5), 0.07814823, 0.10927215 (5), -0.13914469, -0.102727786 (7), -0.26582617, -0.19394404 (1), 11496, 
31, TermFrequencyWeight, 0.0, 0, 0, CosineDistance, 10, 0.4663412, 0.5307465 (2), 0.29885176, 0.35566023 (1), 0.36401442, 0.42002782 (1), 0.66120356, 0.73068815 (1), 0.41495076, 0.47631842 (3), 0.28004128, 0.33598793 (6), 0.6284509, 0.70608014 (3), 53.716576, 56.417114 (9), -0.018001862, -0.009869963 (10), 0.9332488, 0.9568528 (5), 0.5825534, 0.6120857 (3), 0.36132213, 0.38151753 (6), 0.22638747, 0.24417515 (6), 0.14334773, 0.15844943 (6), 0.09176503, 0.105081126 (8), -0.2605902, -0.22794765 (8), -0.26474333, -0.23436573 (4), 11894, 
31, TermFrequencyWeight, 0.0, 0, 1, CosineDistance, 10, 0.41622764, 0.50777584 (6), 0.2595024, 0.32018253 (5), 0.3184659, 0.37938032 (6), 0.6422108, 0.6930137 (6), 0.41742367, 0.49912792 (2), 0.28755146, 0.35064527 (6), 0.6172048, 0.6733376 (2), 52.59358, 54.54545 (3), -0.019625138, -0.01072778 (3), 0.93730974, 0.9568528 (2), 0.57737064, 0.6050911 (9), 0.35874575, 0.37572047 (2), 0.22524023, 0.23732406 (2), 0.14293662, 0.15128903 (2), 0.09170157, 0.09733459 (2), -0.24619849, -0.22763428 (7), -0.28717607, -0.23359677 (9), 11518, 
31, TermFrequencyWeight, 0.0, 0, 2, CosineDistance, 10, 0.41003054, 0.49475157 (7), 0.24731342, 0.31223318 (7), 0.3077121, 0.38285196 (7), 0.63447726, 0.70529675 (2), 0.38821062, 0.4470514 (5), 0.27826515, 0.3175367 (5), 0.60184634, 0.6590437 (1), 51.176468, 55.61497 (7), -0.015156252, -0.01023889 (7), 0.9253807, 0.9467005 (2), 0.5829434, 0.60561866 (4), 0.35865837, 0.37474552 (3), 0.22334497, 0.23813504 (3), 0.14095064, 0.16144103 (2), 0.09030209, 0.11629955 (2), -0.23918362, -0.21145785 (8), -0.27648014, -0.24580649 (1), 11004, 
31, TermFrequencyWeight, 0.0, 1, 0, CosineDistance, 10, 0.48811823, 0.552774 (7), 0.31346974, 0.3608126 (7), 0.3815466, 0.436626 (7), 0.68696135, 0.74008894 (4), 0.4007823, 0.45736355 (2), 0.3030898, 0.37374577 (9), 0.6412593, 0.69155097 (5), 53.021385, 55.61497 (4), -0.018804098, -0.008271304 (10), 0.92664975, 0.964467 (10), 0.586464, 0.60600716 (2), 0.3627298, 0.38516805 (2), 0.2267513, 0.24849464 (2), 0.14330009, 0.16271107 (2), 0.091569, 0.10809221 (2), -0.26015374, -0.236872 (9), -0.25874004, -0.23406485 (9), 12381, 
31, TermFrequencyWeight, 0.0, 1, 1, CosineDistance, 10, 0.44772062, 0.51891226 (8), 0.2629177, 0.30899456 (8), 0.3310363, 0.38734084 (8), 0.6779569, 0.7244355 (8), 0.39214817, 0.41544825 (8), 0.2699135, 0.33798295 (2), 0.61665744, 0.66786957 (2), 51.60428, 55.08021 (2), -0.016521487, -0.013195251 (6), 0.9246193, 0.9568528 (10), 0.5843096, 0.6128285 (8), 0.35733232, 0.37984964 (8), 0.22065422, 0.23824413 (8), 0.13761565, 0.15126523 (8), 0.08670229, 0.09724852 (8), -0.25074482, -0.22834598 (4), -0.26061806, -0.23373234 (10), 11455, 
31, TermFrequencyWeight, 0.0, 1, 2, CosineDistance, 10, 0.42994684, 0.5413279 (9), 0.27656412, 0.477256 (6), 0.33457285, 0.5040423 (6), 0.6601175, 0.7412771 (8), 0.3618669, 0.39286056 (2), 0.26303935, 0.2932886 (10), 0.5845637, 0.63583016 (4), 50.80214, 53.47594 (8), -0.016283184, -0.009234639 (8), 0.9228426, 0.9543147 (1), 0.5802464, 0.6075517 (2), 0.35494977, 0.37205318 (2), 0.21939099, 0.23105812 (4), 0.13706572, 0.14694555 (4), 0.086587, 0.09472022 (4), -0.23721632, -0.21468116 (3), -0.2746212, -0.24045421 (10), 11036, 
31, TermFrequencyWeight, 0.0, 2, 0, CosineDistance, 10, 0.5047777, 0.56589335 (10), 0.31514794, 0.37097013 (4), 0.3878326, 0.4372973 (6), 0.699565, 0.73934335 (6), 0.39715236, 0.43832383 (4), 0.30634257, 0.34329408 (1), 0.6281978, 0.66706204 (8), 53.957222, 57.48663 (5), -0.015763218, -0.012828729 (4), 0.9335025, 0.9593909 (6), 0.5783464, 0.6121583 (8), 0.35201797, 0.3773803 (8), 0.21610358, 0.23437266 (8), 0.13385174, 0.14668863 (8), 0.08367546, 0.09255104 (8), -0.26365313, -0.24204475 (3), -0.25103354, -0.21180335 (2), 10776, 
31, TermFrequencyWeight, 0.0, 2, 1, CosineDistance, 10, 0.48001462, 0.53449976 (7), 0.2892978, 0.3254821 (4), 0.36028054, 0.3997788 (7), 0.6914958, 0.73018575 (1), 0.38969988, 0.4407833 (2), 0.27828234, 0.34161538 (1), 0.59720784, 0.63852715 (6), 53.582886, 55.88235 (2), -0.015017805, -0.010309276 (7), 0.943401, 0.97461927 (2), 0.5666043, 0.58628243 (4), 0.3462034, 0.36351883 (2), 0.21342535, 0.23008671 (2), 0.1327591, 0.14702287 (2), 0.08333125, 0.09479434 (2), -0.25303796, -0.23978041 (6), -0.280302, -0.25042096 (8), 11167, 
31, TermFrequencyWeight, 0.0, 2, 2, CosineDistance, 10, 0.4345134, 0.5345655 (8), 0.25401148, 0.32783747 (8), 0.3196415, 0.40642393 (8), 0.6557444, 0.713611 (5), 0.3705861, 0.42970365 (4), 0.25308883, 0.29903263 (3), 0.59018683, 0.661744 (10), 51.71123, 54.812836 (3), -0.015297478, -0.010246713 (3), 0.9380711, 0.96192896 (9), 0.57024133, 0.61007077 (4), 0.347375, 0.38156754 (2), 0.21369061, 0.24457398 (2), 0.13276038, 0.15885639 (2), 0.08330735, 0.10449662 (2), -0.24206391, -0.21954004 (10), -0.27960774, -0.24576391 (3), 10907, 
31, TermFrequencyWeight, 0.25, 0, 0, CosineDistance, 10, 0.44797602, 0.54456747 (7), 0.32551154, 0.4272045 (7), 0.37660757, 0.4787989 (7), 0.6431385, 0.6976527 (7), 0.42482919, 0.49617264 (1), 0.33827382, 0.3841941 (9), 0.63535446, 0.7342295 (1), 53.502674, 57.75401 (7), -0.025766999, -0.017613813 (4), 0.92081225, 0.9543147 (3), 0.66775954, 0.72239727 (1), 0.485152, 0.5284284 (7), 0.3551978, 0.39702135 (7), 0.2621736, 0.30209652 (7), 0.1951824, 0.23311454 (7), -0.1745724, -0.15140562 (6), -0.21707454, -0.18683228 (1), 10914, 
